img_path,orientation
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0532M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0532M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0532M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0532M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0532M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0533M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0533M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0533M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0533M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0533M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0534M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0534M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0534M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0534M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0534M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0535M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0535M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0535M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0535M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0535M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0536M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0536M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0536M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0536M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0536M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0537M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0537M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0537M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0537M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0537M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0538M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0538M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0538M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0538M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0538M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0539M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0539M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0539M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0539M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0539M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0540M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0540M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0540M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0540M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0540M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0541M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0541M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0541M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0541M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0541M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0542M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0542M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0542M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0542M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0542M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0543M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0543M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0543M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0543M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0543M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0544M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0544M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0544M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0544M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0544M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0545M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0545M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0545M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0545M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0545M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0546M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0546M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0546M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0546M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0546M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0547M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0547M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0547M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0547M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0547M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0548M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0548M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0548M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0548M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0548M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0549M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0549M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0549M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0549M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0549M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0550M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0550M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0550M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0550M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0550M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0551M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0551M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0551M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0551M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0551M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0552M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0552M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0552M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0552M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0552M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0553M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0553M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0553M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0553M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0553M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0554M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0554M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0554M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0554M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0554M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0555M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0555M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0555M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0555M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0555M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0556M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0556M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0556M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0556M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0556M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0557M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0557M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0557M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0557M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0557M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0558M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0558M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0558M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0558M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0558M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0559M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0559M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0559M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0559M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0559M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0560M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0560M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0560M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0560M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0560M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0561M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0561M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0561M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0561M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0561M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0562M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0562M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0562M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0562M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0562M000P00A5.jpg,Rotate 0
